"Источник трафика","Площадка","Страна","Визиты","Посетители","Отказы","Время на сайте","Целевые посетители (Переход в Telegram)","Целевые посетители (Переход в WhatsApp)","Целевые посетители (Автоцель: клик по email)","Целевые посетители (Отправка формы (go to thank-you-page))","Целевые посетители (Клик кнопки Звонок)","Целевые посетители (Клик номера телефона (footer))"
"Переходы по рекламе","mail.ru","Азербайджан","10","10","0.2","00:00:23","0","1","0","0","0","0"
"Переходы по рекламе","mail.ru","Кыргызстан","10","10","0.1","00:00:19","0","0","0","0","0","0"
"Переходы по рекламе","pogoda.yandex.ru","Россия","10","4","0.1","00:00:19","0","0","1","0","0","0"
"Переходы из поисковых систем","Не определено","Беларусь","11","6","0.18181818181818182","00:01:18","0","0","0","0","0","1"
"Переходы по рекламе","com.Polystation.BuildABabe","Казахстан","11","10","0.8181818181818182","00:00:13","0","1","0","0","0","0"
"Переходы по рекламе","com.actopolus.PixelDudeSandbox","Казахстан","11","4","0.45454545454545453","00:00:12","0","1","0","0","0","0"
"Переходы по рекламе","com.csasecurity.app","Узбекистан","11","8","0.5454545454545454","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","com.evrika.word.master","Казахстан","11","2","0.09090909090909091","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.gamovation.tileclub","Россия","11","10","0.18181818181818182","00:03:48","0","0","0","0","0","0"
"Переходы по рекламе","com.gps.draw.flag.coloring.games","Азербайджан","11","7","0.18181818181818182","00:02:42","0","0","0","0","0","0"
"Переходы по рекламе","com.mi.globalbrowser","Казахстан","11","11","0.36363636363636365","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingtomfree","Таджикистан","11","11","0.5454545454545454","00:00:13","0","2","0","0","0","0"
"Переходы по рекламе","solitaire.patience.card.games.klondike.free","Казахстан","11","10","0.9090909090909091","00:00:01","0","0","0","0","0","0"
"Прямые заходы","Не определено","Грузия","12","5","0.25","00:03:43","0","0","0","0","0","0"
"Переходы по рекламе","com.block.juggle","Таджикистан","12","11","0.8333333333333335","00:00:31","0","0","0","0","0","0"
"Переходы по рекламе","com.fgcos.scanwords","Казахстан","12","1","0.25","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.oakever.tiletrip","Беларусь","12","7","0.41666666666666674","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","com.zm.watersort","Казахстан","12","8","0.8333333333333335","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","dsp-opera-exchange.yandex.ru","Казахстан","12","12","0.5833333333333334","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","dsp-unityads.yandex.ru","Не определено","12","12","0.6666666666666665","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","dsp.yandex.ru","Азербайджан","12","10","0.33333333333333326","00:00:22","0","0","0","0","0","0"
"Переходы по рекламе","beetles.puzzle.solitaire","Казахстан","13","7","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fungames.blockcraft","Не определено","13","13","0.6923076923076923","00:02:15","0","2","0","0","0","0"
"Переходы по рекламе","com.lenovo.anyshare.gps","Таджикистан","13","7","0.3846153846153847","00:00:15","0","1","0","0","0","0"
"Переходы по рекламе","com.mini.fashion.makeover.makeupgames","Узбекистан","13","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.wordpizza","Беларусь","13","11","0.3846153846153847","00:01:48","0","0","0","0","0","0"
"Переходы по рекламе","com.vitastudio.mahjong","Узбекистан","13","11","0.3846153846153847","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","dsp-betweenx.yandex.ru","Россия","13","13","0.4615384615384615","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","dsp-opera-exchange.yandex.ru","Не определено","13","12","0.3846153846153847","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","mail.ru","Россия","13","11","0.15384615384615385","00:01:27","0","0","0","0","0","0"
"Переходы по рекламе","pogoda.mail.ru","Узбекистан","13","13","0.4615384615384615","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","Не определено","Вьетнам","14","14","0.35714285714285715","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","com.gps.draw.flag.coloring.games","Узбекистан","14","12","0.07142857142857142","00:00:54","0","1","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingtom2","Таджикистан","14","12","0.7142857142857143","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","com.robtopx.geometryjumplite","Кыргызстан","14","13","0.9285714285714286","00:00:12","0","1","0","0","0","0"
"Переходы по рекламе","com.uc.minigame.relax","Казахстан","14","13","0.21428571428571427","00:02:43","0","0","0","0","0","0"
"Переходы по рекламе","com.vitastudio.mahjong","Беларусь","14","13","0.5714285714285714","00:01:26","0","0","0","0","0","0"
"Переходы по рекламе","com.yg.mini.games","Узбекистан","14","11","0.5714285714285714","00:00:06","0","1","0","0","0","0"
"Переходы по рекламе","teskin.jewels.planet","Россия","14","10","0.07142857142857142","00:00:19","0","0","0","0","0","0"
"Прямые заходы","Не определено","Германия","15","15","0.8666666666666667","00:00:35","0","0","0","0","0","0"
"Переходы по рекламе","com.block.juggle","Азербайджан","15","14","0.9333333333333332","00:00:01","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.wordpizza","Россия","15","8","0.6","00:04:13","0","0","0","0","0","0"
"Переходы по рекламе","game.yandex.ru","Россия","15","7","0.13333333333333333","00:00:21","0","0","0","0","0","0"
"Переходы по рекламе","kidultlovin.word.zen","Россия","15","11","0.26666666666666666","00:01:45","0","0","0","0","0","0"
"Переходы по рекламе","video.yandex.ru","Россия","15","10","0.2","00:01:05","0","0","1","0","0","0"
"Переходы по рекламе","com.block.juggle","Россия","16","12","0.875","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","com.csasecurity.app","Кыргызстан","16","5","0.0625","00:00:22","0","0","0","0","0","0"
"Переходы по рекламе","com.lenovo.anyshare.gps","Узбекистан","16","12","0.3125","00:04:17","0","1","0","0","0","0"
"Переходы по рекламе","dsp-ironsource.yandex.ru","Россия","16","16","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.pronetis.ironball2","Казахстан","17","13","0.7058823529411765","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","dsp.yandex.ru","Таджикистан","17","17","0.4705882352941176","00:00:32","0","0","0","0","0","0"
"Переходы по рекламе","game.yandex.ru","Не определено","17","16","0.4705882352941176","00:00:09","0","0","0","0","0","0"
"Переходы из поисковых систем","Не определено","Аргентина","18","8","0.0","00:03:29","0","0","0","0","0","0"
"Переходы по рекламе","com.csasecurity.app","Казахстан","18","11","0.4444444444444444","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","com.fungames.blockcraft","Узбекистан","18","18","0.8888888888888888","00:00:22","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingtomfriends","Казахстан","18","14","0.2777777777777778","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.talkingtomgoldrun","Казахстан","18","13","0.33333333333333326","00:00:17","0","1","0","0","0","0"
"Переходы по рекламе","onet.tile.match.puzzle.android","Казахстан","18","11","0.6111111111111112","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","win.mail.ru","Россия","18","12","0.1111111111111111","00:02:46","0","0","3","0","0","0"
"Прямые заходы","Не определено","Китай","19","19","0.15789473684210525","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.sh.mini.antistress.relaxing.games","Казахстан","19","17","0.3157894736842105","00:02:46","0","0","0","0","0","0"
"Переходы по рекламе","dsp-yeahmobi.yandex.ru","Азербайджан","19","16","0.7894736842105263","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","game.yandex.ru","Беларусь","19","16","0.5263157894736842","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","com.vitastudio.mahjong","Кыргызстан","20","20","0.7","00:01:08","0","0","0","0","0","0"
"Переходы по рекламе","com.wood.bolt.wordle.screw.nuts.puzzle","Казахстан","20","13","0.55","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","com.bravestars.hair.salon.beauty","Казахстан","21","17","0.33333333333333326","00:00:39","0","0","0","0","0","0"
"Переходы по рекламе","com.miui.videoplayer","Казахстан","21","20","0.2857142857142857","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingtomfree","Не определено","21","21","0.6190476190476191","00:01:10","0","2","0","0","0","0"
"Переходы по рекламе","game.yandex.ru","Азербайджан","21","18","0.6666666666666665","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","game.yandex.ru","Таджикистан","21","20","0.5238095238095238","00:00:20","0","2","0","0","0","0"
"Переходы по рекламе","mail.ru","Узбекистан","21","21","0.19047619047619047","00:00:20","0","1","0","0","0","0"
"Переходы по рекламе","com.zm.watersort","Россия","22","18","0.7727272727272727","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","com.block.juggle","Не определено","23","21","0.8695652173913043","00:01:20","0","0","0","0","0","0"
"Переходы по рекламе","com.fungames.blockcraft","Казахстан","23","17","0.6521739130434783","00:00:23","0","4","0","0","0","0"
"Переходы по рекламе","com.openmygame.magicwordsearch","Казахстан","23","16","0.17391304347826086","00:01:28","0","0","0","0","0","0"
"Переходы по рекламе","com.screw3d.match.nuts.bolts.pin.jam.away.puzzle","Казахстан","23","6","0.21739130434782608","00:00:25","0","0","0","0","0","0"
"Переходы по рекламе","dsp-opera-exchange.yandex.ru","Азербайджан","23","22","0.391304347826087","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.callapp.contacts","Таджикистан","24","14","0.16666666666666663","00:00:25","0","0","0","0","0","0"
"Переходы по рекламе","com.fugo.wow","Не определено","24","17","0.33333333333333326","00:01:45","0","0","0","0","0","0"
"Переходы по рекламе","com.pixel.art.coloring.color.number","Казахстан","24","21","0.75","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","dsp-ironsource.yandex.ru","Таджикистан","24","23","0.9583333333333335","00:00:02","0","1","0","0","0","0"
