Источник трафика;Площадка;Страна;Визиты;Посетители;Коэффициент отказов;Среднее время на сайте, сек;Целевые посетители (Переход в Telegram);Целевые посетители (Переход в WhatsApp);Целевые посетители (Автоцель: клик по email);Целевые посетители (Отправка формы (go to thank-you-page));Целевые посетители (Клик кнопки Звонок);Целевые посетители (Клик номера телефона (footer));Total goals;Junk source
Переходы по рекламе;com.charge.them.all;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.clap.openphone.hypro;Казахстан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.cloudycastlegames.wordline;Россия;1.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.combineinc.streetracing.driftthreeD;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.combineinc.streetracing.driftthreeD;Таджикистан;1.0;1.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.craftsman.go;Азербайджан;1.0;1.0;0.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.crypt.gram.puzz;Казахстан;1.0;1.0;0.0;104.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.csasecurity.app;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.csasecurity.app;Таджикистан;1.0;1.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.dancing.smash.hop.game.tiles.circles.beat.piano.beatracing;Кыргызстан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.dashruntall.ru;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.dasmartkz.sozdiizdeugame;Казахстан;1.0;1.0;0.0;1680.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.demin.emojipuzzle;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.demin.emojipuzzle;Беларусь;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.dig.deep;Беларусь;1.0;1.0;0.0;52.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.dino.race.master;Таджикистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.dinofun.paintbynumber.pixelgame;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.dobroapps.anti.stress.toys;Узбекистан;1.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.doll.makeover.dressup.games;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.domobile.applockwatcher;Таджикистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.draw.to.pee.bo;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.dream.home.happy.art.jigsaw.puzzle.free.game;Узбекистан;1.0;1.0;0.0;291.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.dy.game.makeupstylist.mi;Казахстан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.easybrain.art.puzzle;Казахстан;1.0;1.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.easybrain.jigsaw.puzzles;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.easygames.race;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.easygames.race;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.epicdrive.bgt.cargames;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.europosit.pixelcoloring;;1.0;1.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.europosit.pixelcoloring;Казахстан;1.0;1.0;0.0;65.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.europosit.pixelcoloring;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.evrika.fillwords.huawei;Беларусь;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.evrika.word.stream;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fanatee.cody;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.goods.sort.matching.puzzle.triplemaster;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.p.cp.jelly.mukbang.asmr.live.diy;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.p.gp.skincare.makeup.makeover.asmr.game;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.p.hk.knot.tangle.rope.twist.puzzle;Узбекистан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.p.zto.tip.tap.ticktock.rigolo.challenge.minigames;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.rb.pl.superhero.robot.merge.master;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.tt.pl.superhero.car.merge.master;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.tt.pl.superhero.car.merge.master;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.feofun.elementalmaster;Азербайджан;1.0;1.0;0.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fgs.number.run;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fidget.toys.hklr.mi;Армения;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fidget.toys.hklr.mi;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fighter.reversesinging;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fingerlab.word.blockpuzzles;Беларусь;1.0;1.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fingersoft.hillclimb;;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fingersoft.hillclimb;Казахстан;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.flycar.rr.mi;Узбекистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.antistress.relaxing;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.asmrfeet.care;Казахстан;1.0;1.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.bike.racing;Кыргызстан;1.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.bike.racing;Молдова;1.0;1.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.build.car;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.build.queen;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.crazy.punch;Азербайджан;1.0;1.0;0.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.crazy.punch;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.downhill.climb;Кыргызстан;1.0;1.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.last.control;Египет;1.0;1.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.long.hand;Кыргызстан;1.0;1.0;0.0;106.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.monster.puzzle;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.movepeople;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.movepeople;Узбекистан;1.0;1.0;0.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.mowtrim.mowing;Казахстан;1.0;1.0;0.0;244.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.mowtrim.mowing;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.race.traffic;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.road.vehicle;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.simulator.climb;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.skyballs;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.snakeclash;Узбекистан;1.0;1.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.stressrelief;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.subway;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.thiefstickman;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.thiefstickman;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.battlewhip;Кыргызстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.battlewhip;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.brainrot.mini;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.brainrot.mini;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.brainrot.unchhit;;1.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.brainrottedmini;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.brainrottedmini;Таджикистан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.car.driving;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.car.parking;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.car.parking;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.car.race;;1.0;1.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.car.racing;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.deaw.home;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.duet.friendscute;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.elastic.ragdoll;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.find.alien;Узбекистан;1.0;1.0;0.0;77.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.fpl.funanitistress;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.gangster.crime;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.girls.nail;;1.0;1.0;0.0;748.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.girls.nail;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.horror.spanky;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.horror.spanky;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.horror.spanky;Узбекистан;1.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.fpl.incredibox;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.incredibox;Узбекистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.jelly.shift;;1.0;1.0;0.0;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.mini.antistress;Узбекистан;1.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.fpl.obby.parkour;Кыргызстан;1.0;1.0;0.0;248.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.obby.parkour;Молдова;1.0;1.0;0.0;315.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.offine.games;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.offine.games;Узбекистан;1.0;1.0;0.0;53.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.offline.games;Узбекистан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.pick.me;;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.pick.me;Таджикистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.pick.me;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.princess.dragon;Казахстан;1.0;1.0;0.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.prison.blox;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.prison.blox;Узбекистан;1.0;1.0;0.0;579.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.queen.dress;Великобритания;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.racecar;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.racecar;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.relax.puzzle;;1.0;1.0;0.0;138.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.relax.puzzle;Казахстан;1.0;1.0;0.0;34.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.fpl.road.vehicle;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.rush.minigame;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.salonbeauty;;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.salonbeauty;Казахстан;1.0;1.0;0.0;925.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.salonbeauty;Узбекистан;1.0;1.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.shifting.transform;;1.0;1.0;0.0;537.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.shifting.transform;Узбекистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.simulator.car;Азербайджан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.simulator.car;Казахстан;1.0;1.0;0.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.sprunked.mix;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.sprunki.music;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.sprunki.punch;Кыргызстан;1.0;1.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.stuntmoto;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.subway.princess;Туркменистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.super.relax;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.thief.puzzle;Казахстан;1.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.thief.puzzle;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.thief.puzzle;Узбекистан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.wacky.monster;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.xogame;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fps.shooting.counterattack.commandomissiongames;Азербайджан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.freeplay.twerk;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fugo.wow;Молдова;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fugo.wowguru;Беларусь;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fugo.wowguru;Кыргызстан;1.0;1.0;0.0;97.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.funfinity.knitzy.thread;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fungames.blockcraft;Беларусь;1.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fungames.blockcraft;Таджикистан;1.0;1.0;0.0;156.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.fusionmind.crazydrive;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fusionmind.highheels;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fusionmind.redball4;Кыргызстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fusionmind.shortlifex;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fusionmind.tocalifeworld;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fusionmind.tocalifeworld;Южная Осетия;1.0;1.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fusionmindflyingwheelsevolution;Кыргызстан;1.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gamebasics.osm;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gamebrain.hexasort;Россия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gamepark.car.crash.games.mega.car.simulator.games;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gamepark.car.crash.games.mega.car.simulator.games;Узбекистан;1.0;1.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gamepark.clothing.store.outlet.simulator.game;Таджикистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gamepark.cop.simulator.police.games;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.gamepark.vehicle.simulator.driving.games;;1.0;1.0;0.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.gamepark.vehicle.simulator.driving.games;Беларусь;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.gamepark.vehicle.simulator.driving.games;Таджикистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.games.layerman;Узбекистан;1.0;1.0;0.0;271.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.games.whodiesfirst;Азербайджан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gamovation.mahjongclub;Россия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gamovation.tileclub;Таджикистан;1.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.garden.matters.puzzle.match.block.game;Таджикистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gd.construction.simulator.railway.constructiongame;Казахстан;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.geishatokyo.dinosaur;Казахстан;1.0;1.0;0.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.genify.fallio;;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.genz.drawing.coloring.page;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.getthisfast.grandfivecheatv;Узбекистан;1.0;1.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.globalplay.birdsort;Казахстан;1.0;1.0;0.0;1356.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.globalplay.birdsort;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.gma.water.sort.puzzle;Казахстан;1.0;1.0;0.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
